"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명","기준일"
"338","쿠킹홀리데이","서울특별시 마포구 성산동 661번지 ","서울특별시 마포구 증산로 87 (성산동)","2018-04-19","운영중","","","","","10.00","121250","","","2018","N","10","휴게음식점","푸드트럭","","","190726.82155000000  ","452316.92635700000  ","3130000-104-2018-00125","영업","2018-04-26"
"339","88's TRUCK(88트럭)","서울특별시 은평구 증산동 184-9번지 증산종합시장 야시장 ","서울특별시 은평구 증산로3길 12 증산종합시장 야시장 (증산동)","2018-04-16","운영중","","","","","8.90","122937","","","2018","N","8.9","휴게음식점","푸드트럭","","","191614.15550600000  ","453550.41200700000  ","3110000-104-2018-00059","영업","2018-04-26"
"340","꼬꼬","서울특별시 송파구 잠실동 10번지 ","서울특별시 송파구 올림픽로 25 (잠실동 올림픽주경기장 내 전광판앞)","2016-03-25","운영중","","","","","10.00","138889","","","2016","N","10","휴게음식점","푸드트럭","","","206769.66083200000  ","446304.78407800000  ","3230000-104-2016-00079","영업","2018-04-26"
"341","칠링키친(98도9900)","서울특별시 마포구 신수동 81-29번지 서강대학교최양업관마당 ","서울특별시 마포구 백범로 35 (신수동 서강대학교최양업관마당)","2016-03-15","운영중","","","","","8.33","121742","","","2016","N","8.33","휴게음식점","푸드트럭","","","195027.39359400000  ","450464.89263400000  ","3130000-104-2016-00060","영업","2018-04-26"
"342","청년상회","서울특별시 마포구 신수동 1-1번지 서강대학교최양업관마당 ","서울특별시 마포구 백범로 35 (신수동 서강대학교최양업관마당)","2016-03-15","운영중","","","","","8.33","121742","","","2016","N","8.33","휴게음식점","푸드트럭","","","195027.39359400000  ","450464.89263400000  ","3130000-104-2016-00061","영업","2018-04-26"
"343","꼬치전쟁","서울특별시 중구 무교동 45번지 서울광장 ","서울특별시 중구 무교로 21 (무교동 서울광장)","2016-10-21","운영중","","","","","5.00","100170","","","2016","N","5","휴게음식점","푸드트럭","","","198122.00197800000  ","452035.38569100000  ","3010000-104-2016-00331","영업","2018-04-26"
"344","마이츄","서울특별시 중구 무교동 45번지 서울광장 ","서울특별시 중구 무교로 21 (무교동 서울광장)","2016-10-21","운영중","","","","","5.00","100170","","","2016","N","5","휴게음식점","푸드트럭","","","198122.00197800000  ","452035.38569100000  ","3010000-104-2016-00332","영업","2018-04-26"
"345","형이야","서울특별시 영등포구 여의도동 8번지 여의도 한강공원 (98도9290) ","서울특별시 영등포구 여의동로 330 (여의도동 한강공원 (98도9290))","2016-12-21","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00439","영업","2018-04-26"
"346","나이스챕","서울특별시 중구 서소문동 37번지 서울시립미술관 ","서울특별시 중구 덕수궁길 61 (서소문동 서울시립미술관)","2016-12-26","운영중","","","","","10.00","100813","","","2016","N","10","휴게음식점","푸드트럭","","","197676.36010000000  ","451619.41849100000  ","3010000-104-2016-00379","영업","2018-04-26"
"347","자메이카와사비","서울특별시 중구 장충동2가 201번지 반얀트리호텔내 아이스링크장 ","서울특별시 중구 장충단로 60 (장충동2가 반얀트리호텔내 아이스링크장)","2017-01-23","운영중","","","","","544.00","100856","","","2017","N","544","휴게음식점","푸드트럭","","","200203.97161700000  ","450131.49974700000  ","3010000-104-2017-00013","영업","2018-04-26"
"348","함앤박스","서울특별시 영등포구 여의도동 8번지 여의도 한강공원 이벤트광장(97소8240) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도 한강공원(97소8240))","2016-12-20","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00436","영업","2018-04-26"
"349","아임스테이크","서울특별시 영등포구 여의도동 8번지 여의도 한강공원 (87두9368) ","서울특별시 영등포구 여의동로 330 (여의도동 여의도 한강공원 (87두9368))","2016-12-20","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00437","영업","2018-04-26"
"350","인초록","서울특별시 영등포구 여의도동 8번지 한강사업본부 여의도안내센터 ","서울특별시 영등포구 여의동로 330 (여의도동 물빛광장)","2017-11-02","운영중","","","","","3.00","150010","","","2017","N","3","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00299","영업","2018-04-26"
"351","브라더스테이크","서울특별시 영등포구 여의도동 8번지 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 ","서울특별시 영등포구 여의동로 330 여의도한강공원 이벤트광장 일대   스트라스부르와 함께하는 2017 서울 크리스마스 마켓 (여의도동)","2017-12-14","운영중","","","","","9.00","150010","","","2017","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2017-00353","영업","2018-04-26"
"352","거북이네","서울특별시 서초구 서초동 1446-1번지 서울남부터미널 ","서울특별시 서초구 효령로 292 서울남부터미널 (서초동)","2018-01-09","운영중","","","","","10.00","137867","","","2018","N","10","휴게음식점","푸드트럭","","","201461.01298900000  ","442787.95252600000  ","3210000-104-2018-00009","영업","2018-04-26"
"353","빅스모크바비큐앤프라이즈","서울특별시 강동구 상일동 477번지 강동아트센터 ","서울특별시 강동구 동남로 870 강동아트센터 1층 (상일동)","2018-01-24","운영중","","","","","6.00","134090","","","2018","N","6","휴게음식점","푸드트럭","","","213903.59984900000  ","450200.58690900000  ","3240000-104-2018-00018","영업","2018-04-26"
"354","칸쵸 스테이크","서울특별시 중구 다동 13번지 청계천 보행자 전용거리(광통교 일대) ","","2018-04-04","운영중","","","","","9.00","100180","","","2018","N","9","휴게음식점","푸드트럭","","","198333.02863        ","451838.547213       ","3010000-104-2018-00089","영업","2018-04-26"
"355","오빠탕수육","서울특별시 종로구 서린동 93-2번지 청계천보행자전용거리(무교동사거리~광교사거리) ","","2018-03-28","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","010-8637-2988","198196.070657       ","451877.638292       ","3000000-104-2018-00055","영업","2018-04-26"
"356","기브앤테이크","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00094","영업","2018-04-26"
"357","용용","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00096","영업","2018-04-26"
"358","얼음소반(SNOW FLAKE)","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00097","영업","2018-04-26"
"359","쉬림프 핏","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00098","영업","2018-04-26"
"360","타베르나","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00099","영업","2018-04-26"
"361","UMkitchen(움키친)","서울특별시 서초구 잠원동 122-1번지 반포 한강공원 달빛광장 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00100","영업","2018-04-26"
"362","쿠쿠네 Food","서울특별시 서초구 잠원동 122-1번지 반포 한강공원 달빛광장 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00101","영업","2018-04-26"
"363","꺼야꺼야","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00102","영업","2018-04-26"
"364","로드난케밥","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00103","영업","2018-04-26"
"365","새우시장","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00104","영업","2018-04-26"
"366","베이징 쿡","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-28","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00105","영업","2018-04-26"
"367","니하오(NIHAO)","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-28","운영중","","","","","10.00","100197","","","2018","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00067","영업","2018-04-26"
"368","두놈","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-28","운영중","","","","","10.00","100197","","","2018","N","10","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00071","영업","2018-04-26"
"369","ASAP PIZZA","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-28","운영중","","","","","14.00","100197","","","2018","N","14","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00072","영업","2018-04-26"
"370","크리미요기","서울특별시 중구 을지로7가 2-1번지 DDP 팔거리광장 ","서울특별시 중구 을지로 281 DDP 팔거리광장 (을지로7가)","2018-03-28","운영중","","","","","5.20","100197","","","2018","N","5.2","휴게음식점","푸드트럭","","","201010.26252700000  ","451995.16305800000  ","3010000-104-2018-00073","영업","2018-04-26"
"371","바베큐포크(BBQ Pork)","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-30","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00117","영업","2018-04-26"
"372","돈블랙","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","2018-03-30","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00118","영업","2018-04-26"
"373","푸드메이커스","서울특별시 서초구 잠원동 122-1번지 ","","2018-03-30","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00119","영업","2018-04-26"
"374","엔제리너스 카페 앤 다이닝 석촌호수D/I","서울특별시 송파구 신천동 32번지 송파관광정보센터 ","서울특별시 송파구 잠실로 180 석촌호수 및 롯데월드타워 일대 (신천동)","2018-04-03","운영중","","","","","6.60","138934","","","2018","N","6.6","휴게음식점","푸드트럭","","","209174.11076800000  ","445816.78735300000  ","3230000-104-2018-00110","영업","2018-04-26"
